date,headline_length,headline_environment_count,headline_social_count,headline_governance_count,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49
2008-01-02,4.333333333333333,0.0,0.0,0.0,0.0462879123720143,0.07253337717067561,0.04080701374376367,-0.010796847478927002,0.025168085843985003,-0.022751498950668577,-0.002417875402919369,0.008371948906855846,-0.002079161802766717,-0.014378516849121914,0.015465066945912898,0.005018890357076815,-0.03602401860090015,-0.010140921209428227,-0.001989673849075392,-0.007410975925376204,-0.0006824260254902718,-0.02302169933545044,-0.022168725418265894,0.008859264151637892,-0.002789669295190898,-0.004902437784084064,-0.014425302247541037,-0.014610779874004406,-0.015587508335873234,-0.022919643184419632,0.011052421681407977,0.027473415890858294,-0.006037831952506688,0.005166694115147658,-0.006697431787296961,-0.017165855428887454,-0.0385642484299322,-0.003562757362745335,-0.05099798976725387,0.05526479766286366,0.005776390586597305,0.0018108828686990007,-0.024356198870408505,-0.011374092380842903,-0.0012417024652703838,0.02854027186563611,-0.016262609318320315,0.01171194204254864,-0.014815774868366388,0.028400764190816843,0.009899345534835445,0.014393510881772648,0.030587604532470797,0.007732420834389988
2008-01-03,7.0,0.0,0.0,0.0,0.09227077061087773,0.0023658653109365057,0.06143114232191566,0.04110435332402753,-0.02703463964472318,-0.05008861491851981,-0.039940242340895236,-0.008112252694503904,0.079292293162929,0.05254034735374295,0.016169413639399288,-0.03921844315951032,0.01163616260959569,-0.014076041301595437,-0.07184114830704377,-0.04267324351440975,-0.04315674358171299,0.03207337400138312,-0.024546712254576,-0.010832743275063662,0.03380936369020155,-0.03726227132480644,0.005744845388195039,0.04948735354765624,-0.008133184146969065,-0.018704154853301597,-0.04501254497002224,-0.03408150280171284,0.024873988211665653,-0.06681702297202059,-0.04667041901788025,0.00388657742473299,0.007219971806490361,0.03941353079907747,-0.04434099501753012,-0.05424796717940955,-0.02256747281932979,-0.00035715324100156075,0.10082762925387063,-0.08397529554981928,-0.02919414668807762,-0.06457267336799491,0.019924060250656305,-0.05386138354973981,0.034915160061560105,-0.011361976374441321,-0.06636484081539136,-0.0719649422873962,-0.009386564206449115,0.035883088129511374
2008-01-07,7.0,0.0,0.0,0.0,0.07852713980140308,-0.003969757053804201,0.047122620949382646,0.013179181250883786,-0.02238691307930183,-0.038603258030112546,-0.03746672355760163,3.9380733879958044e-05,0.07101276170727616,0.04294042930828542,0.022266882913911084,-0.028396497370840646,0.013855832526925505,-0.007894105328894278,-0.04193707038666125,-0.02837335042464835,-0.0058158983167157195,0.03630568845447112,-0.025502286655512102,-0.00946328448166248,0.030235961089493786,-0.017619627614431622,0.007179143597342452,0.034845980247874775,-0.029209758034689268,-0.03020397433390555,-0.05837089852703421,-0.06382198897603848,0.027612991163643238,-0.029648370880759195,0.019296214615546387,-0.017669597382501644,0.009004874905008113,0.0013212524079067515,0.10181975155721848,0.02031162620467501,-0.023407072305942828,-0.006206423475130471,-0.024184644816570025,0.036876448794007734,-0.003843205216723152,0.00936475451140541,-0.013142742084174446,-0.008541466144291434,0.00063223250554341,-0.003090913229860903,-0.01894540600999065,0.008503262581783253,0.0038152924522985715,-0.012127140995182759
2008-01-09,7.0,0.0,0.5,0.0,0.02173232377330422,0.008004289016159264,0.038563231945555526,-0.008500994070592197,-0.0472083477177787,0.004788380148748578,-0.018471492877217856,0.03349364065728143,-0.01722865390851973,-0.02715293379422559,0.005258228231685204,0.03789024908061406,-0.0073613157044953685,0.013368795252941774,0.028538801454409964,0.005529465827555786,0.03600760877948694,0.05203903166581408,0.00011487683925397478,0.022321953113059165,0.027349667609292416,-0.007943257853181396,-0.025817583016148567,-0.039865600094731446,-0.00443138200424046,0.01934724117224661,0.01934835801223273,-0.05210362493546482,0.14844791709881103,0.13014342131119452,0.017747448258351575,-0.04519995137048721,0.0022154034418843463,0.1537492953182453,-0.0322943626126788,-0.03442507048365869,-0.0744877263225136,-0.06879668165819677,-0.05637155138756105,-0.0639172167158641,0.05854772382441743,0.011462435936842805,0.01286534982614881,0.13652032860980884,-0.038638058680533716,0.04902637680880166,-0.014628226033497334,-0.007933983585446728,-0.012418946606857769,0.05320267112031773
2008-01-10,7.0,0.0,0.0,0.0,0.10085744859017497,-0.011501032119239845,0.0437308918867426,0.022665544006755425,-0.03997330852629202,-0.044780943634773675,-0.028242479085304195,-0.0026933861812405593,0.0885309024910909,0.07760909347634495,0.04487879896108713,-0.04209093610762449,-8.08549966183807e-05,-0.020432772547779667,-0.056554776401838404,-0.04497888899281295,0.0009973520709418838,0.005379301641849554,-0.02055651864641019,0.002299368031367429,0.04543087557730326,-0.04350260483455941,0.0022722924877734683,0.046023368425250184,-0.015200087638642959,0.01935954573593795,-0.029239272020130436,0.00048741950266002786,0.014099664515541644,0.018289541686417846,-0.027696125534118498,0.03875805218191355,0.012200203570675954,0.004106372447998536,-0.006391920477145018,0.0023077354576124167,-0.03650981214172764,0.017303647768343276,0.011897719107169141,-0.03294501067786622,-0.053548871247211936,-0.02736416944597077,-0.01811289602265595,-0.03782197512662844,-0.031157865092748323,-0.030271736321013924,-0.01815206916256991,-0.002888993423743718,-0.0502609218702479,0.012208978305409856
2008-01-22,6.25,0.0,0.25,0.0,0.11096787096619402,-0.012367996575077015,0.009008239079754314,0.005569142251767062,-0.019185419307383288,-0.03298992749189175,-0.053234446989490765,0.009596751266239848,0.03599698844845776,0.035602958718160674,0.018066597522042503,-0.018083139804094324,0.009116339882214797,-0.015580086048414021,-0.007033750672355494,-0.018657614061925832,0.00737345385698217,-0.01847777262925114,-0.014828887764233963,0.005211408516586714,0.01600144929719978,-0.01355780949152971,-0.005230398051632149,0.005136087325623327,-0.009800538646091109,-0.013876434770942941,0.004253363477638457,0.032288805739172,-0.004914065448399863,0.01094157013045413,0.00403039147198822,0.0005374232225875272,-0.024854548189721264,-0.001518054978135621,-0.022479247774011033,0.026527988816147638,-0.015294472489280201,0.005880591370079772,-0.00603559789249475,-0.0009005136133438112,-0.004173061412011398,0.017838785679195442,-0.008470118645791705,0.001789444386678103,-0.01048701691805709,0.01756038740830091,0.005306923287464238,0.00509643430179592,0.00919055427657339,0.007358716913745753
2008-01-29,8.0,0.0,0.0,0.0,0.010106690855283828,0.014397796816905952,0.04050880358514926,-0.046018658068231924,-0.04222644915621368,0.19027152231012,-0.08330859999249321,-0.02333711097355666,-0.0361781648413975,0.13438389458924466,0.008842422926489,0.14801197526389842,-0.07114966119180796,0.032846418595765835,-0.15024917919987357,0.24725228405768435,-0.06839337562580028,-0.02216077855716711,-0.08278375984528955,0.023401196944681825,0.05055068883649978,-0.016854213078713817,0.014366938145053161,-0.026359882967832843,-0.03574997935867051,-0.0042808225868314065,-0.052268294408679875,0.0365033215911075,0.03228887675161789,-0.004217642817184758,0.05298000922183206,-0.010722366915928289,-0.0862005805891461,-0.015975610057404284,0.0021987840380368715,0.028794860810229958,-0.031179393090287402,0.03768784303921954,0.003986149703720063,-0.008072733455875407,-0.010560545913556211,-0.003533542924407751,-0.018042710146173622,-0.04443623285348098,0.003728073708538112,-0.014942917740717869,0.0052131249632127235,-0.019891992416478568,-0.006376393909893782,-0.05015517848237217
2008-01-30,4.0,0.0,0.0,0.0,0.0031733482429020044,0.0032701310484255564,0.006679260527818651,-0.0017409508290104913,-0.003404943685366979,0.002225044817861878,0.0018140050360020013,0.010540422638774707,0.0008984910054951576,0.0029771827401145266,-0.003153261438348927,-0.0016454747232114051,0.0012279490522485274,-0.003401541980638355,-5.681372945080527e-05,-0.003953094148589598,-0.0016613918399611429,0.002388167689584751,-0.001709233686863071,0.0010078074004148674,0.0018467643055674757,0.001736974641794388,-0.002136055985699073,-0.0006388798329436881,-0.0009921943421853684,0.004840598791350058,-0.0032190363613102788,-0.0012914797528272974,0.0021401372881865678,-0.0010835263306137033,-0.0012438407684902,0.0038447272385325046,-0.0038503796969631124,-0.006859546138577644,0.001228897918742657,0.004627852622348821,-0.005932199731490662,0.0037552252036529687,0.003290545051169453,-0.0037964704601582493,-0.00027971095474372805,-0.001291046918905727,0.003419622324657257,-0.0018494049578769152,0.005168182294067547,0.00581967705860099,-0.005717539477974544,-0.0012323605509845228,0.003804065515584857,-0.0004285450867134097
2008-02-01,4.0,0.0,0.0,0.0,0.013386957088862481,0.012367073147968794,0.03113989294224926,-0.004439237270314192,-0.019345267739280626,-0.023787168188832867,0.0049798670888114155,-0.0032658775439107436,-0.06893286783686181,0.04470394966323306,-0.0389903694751407,0.03353991035600451,0.05977864888203691,0.018239706557034517,0.020390662824729077,0.0046541753844512165,0.05275127936122834,0.1775150925570108,-0.0646243906953033,0.20680061876788253,-0.09831548514681403,-0.13833529978475853,-0.23029149484436,0.006079861241592986,0.04364007784159366,0.0632574319093642,-0.1289680583542764,0.024970134119793385,-0.10292254342013389,-0.11744373045705675,-0.010720981622241105,-0.013310376866693552,-0.040085198158984855,0.04766676984638521,-0.06366605343720949,-0.01721720170233551,0.03630535992998701,0.024954132182491897,0.023061903712321287,0.0061278210348777494,0.012856360176119491,-0.04256213425499705,0.009986128655477185,-0.010386539245374271,-0.002179698303880546,-0.009831733222314874,0.012924437918890927,0.02036749215651101,0.0019265736922523245,0.016699689861144718
2008-02-05,5.333333333333333,0.0,0.0,0.0,0.04015333605379262,0.004022060753494158,0.034103207566574416,0.0056661096737686345,-0.016918156768743184,-0.015413130515887835,-0.021770570178616427,0.01146678507806794,0.03186507051823435,0.01193805225341741,0.0015631176377820723,-0.0014429383740587147,0.007667612072386293,-0.0037629075527775575,-0.029832505379482305,-0.023695634674695477,-0.01069634960541758,0.04643575944776807,-0.01707287428810458,-0.018563439889525826,0.009515627297305367,-0.0276455924595457,0.0010096572776474588,-0.007084745544715803,-0.0007915973574192612,0.022283951342029013,-0.0071884324853982535,-0.012312013010151791,-0.00657090400374023,0.005778641470882941,0.007047041586228382,-0.016912729996257033,0.014081158269337264,-0.0055096989415299,0.07162262051172273,0.04086640396834306,0.015294309008523285,-0.044441725027089346,0.038212164360981044,-0.020869861332049572,0.006837262043459993,0.0006162564713163519,-0.011687739481718524,-0.02737390612496128,-0.002890779416300865,0.026132070146224606,-0.049268586391129056,0.0037710199941350434,0.011678664604543351,-0.030363733506503093
